category,Resto_name,Dishes_one,Dishes_two,Dishes_three,Dishes_four,Dishes_five,Dishes_six,Dishes_seven,Dishes_eight,Dishes_nine,Dishes_ten,locality_verbose
Fast Food American,McDonald's,Big Mac, Cheeseburger, Chicken McNuggets, French Fries, Quarter Pounder with Cheese, Filet-O-Fish, McChicken, McFlurry, Apple Pie, McCaf̩ Coffee,"SM City Manila, Ermita, Manila, Manila"
Fast Food American,McDonald's,Big Mac, Cheeseburger, Chicken McNuggets, French Fries, Quarter Pounder with Cheese, Filet-O-Fish, McChicken, McFlurry, Apple Pie, McCaf̩ Coffee,"Ever Gotesco Commonwealth, Batasan Hills, Quezon City, Quezon City"
Fast Food American,McDonald's,Big Mac, Cheeseburger, Chicken McNuggets, French Fries, Quarter Pounder with Cheese, Filet-O-Fish, McChicken, McFlurry, Apple Pie, McCaf̩ Coffee,"North Wing, SM Mall of Asia, Mall of Asia Complex (MOA), Pasay City, Pasay City"
Fast Food American,McDonald's,Big Mac, Cheeseburger, Chicken McNuggets, French Fries, Quarter Pounder with Cheese, Filet-O-Fish, McChicken, McFlurry, Apple Pie, McCaf̩ Coffee,"Power Plant Mall, Rockwell, Makati City, Makati City"
Fast Food American,McDonald's,Big Mac, Cheeseburger, Chicken McNuggets, French Fries, Quarter Pounder with Cheese, Filet-O-Fish, McChicken, McFlurry, Apple Pie, McCaf̩ Coffee,"UP Town Center, Diliman, Quezon City, Quezon City"
Fast Food American,McDonald's,Big Mac, Cheeseburger, Chicken McNuggets, French Fries, Quarter Pounder with Cheese, Filet-O-Fish, McChicken, McFlurry, Apple Pie, McCaf̩ Coffee,"B-Hive Plaza, Gen. T. De Leon, Valenzuela City, Valenzuela City"
Fast Food American,McDonald's,Big Mac, Cheeseburger, Chicken McNuggets, French Fries, Quarter Pounder with Cheese, Filet-O-Fish, McChicken, McFlurry, Apple Pie, McCaf̩ Coffee,"Venice Grand Canal Mall, McKinley Hill, Taguig City, Taguig City"
Fast Food American,McDonald's,Big Mac, Cheeseburger, Chicken McNuggets, French Fries, Quarter Pounder with Cheese, Filet-O-Fish, McChicken, McFlurry, Apple Pie, McCaf̩ Coffee,"Eton Centris, Diliman, Quezon City , Quezon City"
Fast Food American,McDonald's,Big Mac, Cheeseburger, Chicken McNuggets, French Fries, Quarter Pounder with Cheese, Filet-O-Fish, McChicken, McFlurry, Apple Pie, McCaf̩ Coffee,"Newport City, Pasay City"
Fast Food American,McDonald's,Big Mac, Cheeseburger, Chicken McNuggets, French Fries, Quarter Pounder with Cheese, Filet-O-Fish, McChicken, McFlurry, Apple Pie, McCaf̩ Coffee,"Farmers Plaza, Cubao, Quezon City, Quezon City"
Fast Food American,McDonald's,Big Mac, Cheeseburger, Chicken McNuggets, French Fries, Quarter Pounder with Cheese, Filet-O-Fish, McChicken, McFlurry, Apple Pie, McCaf̩ Coffee,"SM City Marikina, Calumpang, Marikina City, Marikina City"
Fast Food American,McDonald's,Big Mac, Cheeseburger, Chicken McNuggets, French Fries, Quarter Pounder with Cheese, Filet-O-Fish, McChicken, McFlurry, Apple Pie, McCaf̩ Coffee,"Novaliches, Quezon City"
Fast Food American,McDonald's,Big Mac, Cheeseburger, Chicken McNuggets, French Fries, Quarter Pounder with Cheese, Filet-O-Fish, McChicken, McFlurry, Apple Pie, McCaf̩ Coffee,"Tomas Morato, Quezon City"
Fast Food American,McDonald's,Big Mac, Cheeseburger, Chicken McNuggets, French Fries, Quarter Pounder with Cheese, Filet-O-Fish, McChicken, McFlurry, Apple Pie, McCaf̩ Coffee,"Shangri-La Plaza, Ortigas, Mandaluyong City, Mandaluyong City"
Fast Food American,McDonald's,Big Mac, Cheeseburger, Chicken McNuggets, French Fries, Quarter Pounder with Cheese, Filet-O-Fish, McChicken, McFlurry, Apple Pie, McCaf̩ Coffee,"SM City San Lazaro, Santa Cruz, Manila, Manila"
Fast Food American,McDonald's,Big Mac, Cheeseburger, Chicken McNuggets, French Fries, Quarter Pounder with Cheese, Filet-O-Fish, McChicken, McFlurry, Apple Pie, McCaf̩ Coffee,"Fairview, Quezon City"
Fast Food American,McDonald's,Big Mac, Cheeseburger, Chicken McNuggets, French Fries, Quarter Pounder with Cheese, Filet-O-Fish, McChicken, McFlurry, Apple Pie, McCaf̩ Coffee,"Project 6, Quezon City"
Fast Food American,McDonald's,Big Mac, Cheeseburger, Chicken McNuggets, French Fries, Quarter Pounder with Cheese, Filet-O-Fish, McChicken, McFlurry, Apple Pie, McCaf̩ Coffee,"South Caloocan, Caloocan City"
Fast Food American,McDonald's,Big Mac, Cheeseburger, Chicken McNuggets, French Fries, Quarter Pounder with Cheese, Filet-O-Fish, McChicken, McFlurry, Apple Pie, McCaf̩ Coffee,"Starmall EDSA-Shaw Boulevard, Highway Hills, Mandaluyong City, Mandaluyong City"
Fast Food American,McDonald's,Big Mac, Cheeseburger, Chicken McNuggets, French Fries, Quarter Pounder with Cheese, Filet-O-Fish, McChicken, McFlurry, Apple Pie, McCaf̩ Coffee,"Market! Market!, Bonifacio Global City, Taguig City, Taguig City"
Fast Food American,McDonald's,Big Mac, Cheeseburger, Chicken McNuggets, French Fries, Quarter Pounder with Cheese, Filet-O-Fish, McChicken, McFlurry, Apple Pie, McCaf̩ Coffee,"Newport City, Pasay City"
Fast Food American,McDonald's,Big Mac, Cheeseburger, Chicken McNuggets, French Fries, Quarter Pounder with Cheese, Filet-O-Fish, McChicken, McFlurry, Apple Pie, McCaf̩ Coffee,"Eastwood Mall, Libis, Quezon City, Quezon City"
Fast Food American,McDonald's,Big Mac, Cheeseburger, Chicken McNuggets, French Fries, Quarter Pounder with Cheese, Filet-O-Fish, McChicken, McFlurry, Apple Pie, McCaf̩ Coffee,"FTI, Taguig City"
Fast Food American,McDonald's,Big Mac, Cheeseburger, Chicken McNuggets, French Fries, Quarter Pounder with Cheese, Filet-O-Fish, McChicken, McFlurry, Apple Pie, McCaf̩ Coffee,"The Forum, Bonifacio Global City, Taguig City, Taguig City"
Fast Food American,McDonald's,Big Mac, Cheeseburger, Chicken McNuggets, French Fries, Quarter Pounder with Cheese, Filet-O-Fish, McChicken, McFlurry, Apple Pie, McCaf̩ Coffee,"Fisher Mall, Del Monte, Quezon City, Quezon City"
Fast Food American,McDonald's,Big Mac, Cheeseburger, Chicken McNuggets, French Fries, Quarter Pounder with Cheese, Filet-O-Fish, McChicken, McFlurry, Apple Pie, McCaf̩ Coffee,"Diliman, Quezon City"
Fast Food American,McDonald's,Big Mac, Cheeseburger, Chicken McNuggets, French Fries, Quarter Pounder with Cheese, Filet-O-Fish, McChicken, McFlurry, Apple Pie, McCaf̩ Coffee,"Fairview, Quezon City"
Fast Food American,McDonald's,Big Mac, Cheeseburger, Chicken McNuggets, French Fries, Quarter Pounder with Cheese, Filet-O-Fish, McChicken, McFlurry, Apple Pie, McCaf̩ Coffee,"SM Southmall, Almanza, Las Pi̱as City, Las Pi̱as City"
Fast Food American,McDonald's,Big Mac, Cheeseburger, Chicken McNuggets, French Fries, Quarter Pounder with Cheese, Filet-O-Fish, McChicken, McFlurry, Apple Pie, McCaf̩ Coffee,"The Bayleaf Hotel, Intramuros, Manila, Manila"
Fast Food American,McDonald's,Big Mac, Cheeseburger, Chicken McNuggets, French Fries, Quarter Pounder with Cheese, Filet-O-Fish, McChicken, McFlurry, Apple Pie, McCaf̩ Coffee,"Starmall Alabang, Filinvest City, Muntinlupa City, Muntinlupa City"
Fast Food American,McDonald's,Big Mac, Cheeseburger, Chicken McNuggets, French Fries, Quarter Pounder with Cheese, Filet-O-Fish, McChicken, McFlurry, Apple Pie, McCaf̩ Coffee,"Tandang Sora, Quezon City"
Fast Food American,McDonald's,Big Mac, Cheeseburger, Chicken McNuggets, French Fries, Quarter Pounder with Cheese, Filet-O-Fish, McChicken, McFlurry, Apple Pie, McCaf̩ Coffee,"Marikina Heights, Marikina City"
Fast Food American,McDonald's,Big Mac, Cheeseburger, Chicken McNuggets, French Fries, Quarter Pounder with Cheese, Filet-O-Fish, McChicken, McFlurry, Apple Pie, McCaf̩ Coffee,"SM Makati, Glorietta Complex, Makati City, Makati City"
Fast Food American,McDonald's,Big Mac, Cheeseburger, Chicken McNuggets, French Fries, Quarter Pounder with Cheese, Filet-O-Fish, McChicken, McFlurry, Apple Pie, McCaf̩ Coffee,"Ayala Malls Cloverleaf, Balintawak, Quezon City, Quezon City"
Fast Food American,McDonald's,Big Mac, Cheeseburger, Chicken McNuggets, French Fries, Quarter Pounder with Cheese, Filet-O-Fish, McChicken, McFlurry, Apple Pie, McCaf̩ Coffee,"Tandang Sora, Quezon City"
Fast Food American,McDonald's,Big Mac, Cheeseburger, Chicken McNuggets, French Fries, Quarter Pounder with Cheese, Filet-O-Fish, McChicken, McFlurry, Apple Pie, McCaf̩ Coffee,"South Caloocan, Caloocan City"
Fast Food American,McDonald's,Big Mac, Cheeseburger, Chicken McNuggets, French Fries, Quarter Pounder with Cheese, Filet-O-Fish, McChicken, McFlurry, Apple Pie, McCaf̩ Coffee,"SM Aura Premier, Bonifacio Global City, Taguig City, Taguig City"
Fast Food American,McDonald's,Big Mac, Cheeseburger, Chicken McNuggets, French Fries, Quarter Pounder with Cheese, Filet-O-Fish, McChicken, McFlurry, Apple Pie, McCaf̩ Coffee,"West Triangle, Quezon City"
Fast Food American,McDonald's,Big Mac, Cheeseburger, Chicken McNuggets, French Fries, Quarter Pounder with Cheese, Filet-O-Fish, McChicken, McFlurry, Apple Pie, McCaf̩ Coffee,"Paseo Center, Salcedo Village, Makati City, Makati City"
Fast Food American,McDonald's,Big Mac, Cheeseburger, Chicken McNuggets, French Fries, Quarter Pounder with Cheese, Filet-O-Fish, McChicken, McFlurry, Apple Pie, McCaf̩ Coffee,"Eastwood Citywalk 1, Libis, Quezon City, Quezon City"
Fast Food American,McDonald's,Big Mac, Cheeseburger, Chicken McNuggets, French Fries, Quarter Pounder with Cheese, Filet-O-Fish, McChicken, McFlurry, Apple Pie, McCaf̩ Coffee,"Burgos Circle, Bonifacio Global City, Taguig City, Taguig City"
Fast Food American,McDonald's,Big Mac, Cheeseburger, Chicken McNuggets, French Fries, Quarter Pounder with Cheese, Filet-O-Fish, McChicken, McFlurry, Apple Pie, McCaf̩ Coffee,"West Triangle, Quezon City"
Fast Food American,McDonald's,Big Mac, Cheeseburger, Chicken McNuggets, French Fries, Quarter Pounder with Cheese, Filet-O-Fish, McChicken, McFlurry, Apple Pie, McCaf̩ Coffee,"Harrison Plaza, Malate, Manila, Manila"
Fast Food American,McDonald's,Big Mac, Cheeseburger, Chicken McNuggets, French Fries, Quarter Pounder with Cheese, Filet-O-Fish, McChicken, McFlurry, Apple Pie, McCaf̩ Coffee,"Victory Central Mall, Grace Park, Caloocan City, Caloocan City"
Fast Food American,McDonald's,Big Mac, Cheeseburger, Chicken McNuggets, French Fries, Quarter Pounder with Cheese, Filet-O-Fish, McChicken, McFlurry, Apple Pie, McCaf̩ Coffee,"Forum Robinsons, Buayang Bato, Mandaluyong City, Mandaluyong City"
Desserts,McDonald's Desserts,Caramel Sundae, Apple Pie, McFlurry with Oreo, Hot Fudge Sundae, Strawberry Sundae, Soft-Serve Cone, McFlurry with M&M's, Chocolate Sundae, McFlurry with Cadbury Flake, McFlurry with KitKat,"Harrison Plaza, Malate, Manila, Manila"
Desserts,McDonald's Desserts,Caramel Sundae, Apple Pie, McFlurry with Oreo, Hot Fudge Sundae, Strawberry Sundae, Soft-Serve Cone, McFlurry with M&M's, Chocolate Sundae, McFlurry with Cadbury Flake, McFlurry with KitKat,"Starmall EDSA-Shaw Boulevard, Highway Hills, Mandaluyong City, Mandaluyong City"
Desserts,McDonald's Desserts,Caramel Sundae, Apple Pie, McFlurry with Oreo, Hot Fudge Sundae, Strawberry Sundae, Soft-Serve Cone, McFlurry with M&M's, Chocolate Sundae, McFlurry with Cadbury Flake, McFlurry with KitKat,"Fisher Mall, Del Monte, Quezon City, Quezon City"
Desserts,McDonald's Desserts,Caramel Sundae, Apple Pie, McFlurry with Oreo, Hot Fudge Sundae, Strawberry Sundae, Soft-Serve Cone, McFlurry with M&M's, Chocolate Sundae, McFlurry with Cadbury Flake, McFlurry with KitKat,"SM Megamall, Ortigas, Mandaluyong City, Mandaluyong City"
American,McLaren's Pub,Burger, Fish and Chips, Chicken Wings, Nachos, Shepherd's Pie, Reuben Sandwich, Buffalo Chicken Sandwich, Irish Stew, Corned Beef and Cabbage, Guinness Beef Stew,"Greenhills, San Juan City"
Steak American,Meat Depot,Ribeye Steak, T-bone Steak, Porterhouse Steak, Filet Mignon, Prime Rib, Sirloin Steak, New York Strip Steak, Ribeye Roast, Beef Tenderloin, Flat Iron Steak,"Banawe, Quezon City"
Steak American,Meat Depot,Ribeye Steak, T-bone Steak, Porterhouse Steak, Filet Mignon, Prime Rib, Sirloin Steak, New York Strip Steak, Ribeye Roast, Beef Tenderloin, Flat Iron Steak,"BF Homes, Para̱aque City"
Steak American,Meat Depot Mini,Ribeye Steak, T-bone Steak, Porterhouse Steak, Filet Mignon, Prime Rib, Sirloin Steak, New York Strip Steak, Ribeye Roast, Beef Tenderloin, Flat Iron Steak,"The Podium, Ortigas, Mandaluyong City, Mandaluyong City"
European Steak,Meatslut,Chateaubriand, Tomahawk Steak, Ribeye Steak, Porterhouse Steak, T-bone Steak, Filet Mignon, Prime Rib, Sirloin Steak, New York Strip Steak, Wagyu Steak,"Concepcion Dos, Marikina City"
Drinks Only,Mecado Del Lago Bar and Drinks,Cocktails, Mocktails, Beer, Wine, Whiskey, Vodka, Rum, Tequila, Gin, Margarita,"Mercado del Lago, Lower Bicutan, Taguig City, Taguig City"
International,Medley Buffet - Okada Manila,Sushi, Sashimi, Pizza, Pasta, Grilled Meats, Seafood, Dim Sum, Noodles, Salad Bar, Desserts,"Okada Manila, Entertainment City, Para̱aque City, Para̱aque City"
Korean Japanese Hot Pot,Mega Buffet & Shabu-Shabu Osake Japanese Restaurant,Assorted Sushi, Sashimi Platter, Hot Pot, Shabu-Shabu, Sukiyaki, Yakiniku, Tempura, Gyoza, Ramen, Green Tea Ice Cream,"BF Homes, Para̱aque City"
American Mexican Tex-Mex,Megawatt,Burger, Burrito, Nachos, Quesadilla, Tacos, Enchiladas, Chimichanga, Fajitas, Guacamole, Churros,"Valencia, Quezon City"
Chinese,Mei Sum Tea House,Dim Sum Platter, Roast Duck, Peking Duck, Sweet and Sour Pork, Kung Pao Chicken, Fried Rice, Chow Mein, Wonton Soup, Mango Sago, Egg Tart,"Santa Cruz, Manila"
Chinese Filipino,Mei Wei Chinese Kitchen,Sweet and Sour Chicken, Mongolian Beef, Kung Pao Shrimp, General Tso's Chicken, Chow Mein, Fried Rice, Mapo Tofu, Hot and Sour Soup, Egg Drop Soup, Fortune Cookies,"Ninoy Aquino Airport Area, Pasay City"
Steak,Melo's,Ribeye Steak, Filet Mignon, Porterhouse Steak, T-bone Steak, Prime Rib, Tomahawk Steak, Beef Tenderloin, Surf and Turf, Rack of Lamb, Caesar Salad,"Westgate Center, Filinvest City, Mutinlupa City, Muntinlupa City"
Steak,Melo's,Ribeye Steak, Filet Mignon, Porterhouse Steak, T-bone Steak, Prime Rib, Tomahawk Steak, Beef Tenderloin, Surf and Turf, Rack of Lamb, Caesar Salad,"Tomas Morato, Quezon City"
Steak,Melo's,Ribeye Steak, Filet Mignon, Porterhouse Steak, T-bone Steak, Prime Rib, Tomahawk Steak, Beef Tenderloin, Surf and Turf, Rack of Lamb, Caesar Salad,"Burgos Circle, Bonifacio Global City, Taguig City, Taguig City"
American,Melt Grilled Cheesery,Classic Grilled Cheese, Bacon and Tomato Grilled Cheese, BBQ Chicken Grilled Cheese, Buffalo Chicken Grilled Cheese, Caprese Grilled Cheese, Jalapeno Popper Grilled Cheese, Mushroom Swiss Grilled Cheese, Pesto Chicken Grilled Cheese, Philly Cheesesteak Grilled Cheese, Reuben Grilled Cheese,"Uptown Place Mall, Bonifacio Global City, Taguig City, Taguig City"
American,Melt Grilled Cheesery ,Classic Grilled Cheese, Bacon and Tomato Grilled Cheese, BBQ Chicken Grilled Cheese, Buffalo Chicken Grilled Cheese, Caprese Grilled Cheese, Jalapeno Popper Grilled Cheese, Mushroom Swiss Grilled Cheese, Pesto Chicken Grilled Cheese, Philly Cheesesteak Grilled Cheese, Reuben Grilled Cheese,"Molito Commercial Complex, Alabang, Mutinlupa City, Muntinlupa City"
Street Food,Melt Kitchen,Gourmet Grilled Cheese, Truffle Grilled Cheese, Bacon and Egg Grilled Cheese, Spinach and Artichoke Grilled Cheese, Hawaiian Grilled Cheese, Pesto and Tomato Grilled Cheese, Buffalo Chicken Grilled Cheese, Mushroom and Swiss Grilled Cheese, BBQ Pulled Pork Grilled Cheese, Nutella and Banana Grilled Cheese,"SM Megamall, Ortigas, Mandaluyong City, Mandaluyong City"
Filipino,Memong's Deli,Lechon Kawali, Adobo Flakes, Tocino, Longganisa, Corned Beef, Beef Tapa, Chicken Tocino, Spam Fries, Sisig, Garlic Rice,"Open Kitchen P. Tuazon, Cubao, Quezon City, Quezon City"
Filipino American,Memory Lane,Pancit Malabon, Pancit Palabok, Kare-Kare, Crispy Pata, Lechon Kawali, Beef Caldereta, Pork Sinigang, Chicken Inasal, Bulalo, Halo-Halo,"Tagaytay City, Tagaytay City"
Filipino American,Memphis Kitchen,BBQ Ribs, BBQ Chicken, Pulled Pork Sandwich, BBQ Beef Brisket, Smoked Sausage, Fried Chicken, Catfish Fillet, Hush Puppies, Coleslaw, Cornbread,"Pioneer Center Supermart, Kapitolyo, Pasig City, Pasig City"
Japanese Ramen,Mendokoro Ramenba,Shoyu Ramen, Tonkotsu Ramen, Miso Ramen, Spicy Ramen, Tan Tan Men, Tsukemen, Gyoza, Chashu Don, Tori Paitan Ramen, Kakuni,"Bonifacio Global City, Taguig City"
Japanese Ramen,Mendokoro Ramenba,Shoyu Ramen, Tonkotsu Ramen, Miso Ramen, Spicy Ramen, Tan Tan Men, Tsukemen, Gyoza, Chashu Don, Tori Paitan Ramen, Kakuni,"Salcedo Village, Makati City"
Japanese Ramen,Mensakaba Geishu,Hakata Ramen, Tsukemen, Chashu Rice Bowl, Gyoza, Chicken Karaage, Miso Ramen, Tonkotsu Ramen, Shoyu Ramen, Spicy Ramen, Curry Rice,"BF Homes, Para̱aque City"
Japanese,Menya Noodle & Bento Bar,Tonkotsu Ramen, Miso Ramen, Shoyu Ramen, Spicy Ramen, Chicken Teriyaki, Gyoza, Tempura, Sushi Roll, Yakisoba, Bento Box,"Promenade, Greenhills Shopping Centre, Greenhills, San Juan City, San Juan City"
Bakery Desserts Coffee,Merced Bake House,Ensaymada, Pandesal, Ube Cheese Roll, Spanish Bread, Cheese Tart, Mamon, Cinnamon Roll, Hopia, Egg Pie, Fruit Tart,"West Triangle, Quezon City"
Desserts,Merry Moo,Salted Caramel, Cookies and Cream, Strawberry Cheesecake, Dark Chocolate, Honeycomb, Earl Grey Tea, Matcha Green Tea, Nutella Swirl, Mint Chocolate Chip, Mango Passionfruit,"SM Aura Premier, Bonifacio Global City, Taguig City, Taguig City"
Filipino Asian,Mesa,Crispy Pata, Kare-Kare, Sinigang na Hipon, Beef Caldereta, Adobong Kangkong, Sisig, Chicken Inasal, Lechon Kawali, Pancit Canton, Halo-Halo,"SM City East Ortigas, Santa Lucia, Pasig City, Pasig City"
Filipino Asian,Mesa,Crispy Pata, Kare-Kare, Sinigang na Hipon, Beef Caldereta, Adobong Kangkong, Sisig, Chicken Inasal, Lechon Kawali, Pancit Canton, Halo-Halo,"SM City Fairview, Novaliches, Quezon City, Quezon City"
Filipino Asian,Mesa,Crispy Pata, Kare-Kare, Sinigang na Hipon, Beef Caldereta, Adobong Kangkong, Sisig, Chicken Inasal, Lechon Kawali, Pancit Canton, Halo-Halo,"Evia Lifestyle Center, Alabang, Muntinlupa City, Muntinlupa City"
Filipino Asian,Mesa,Crispy Pata, Kare-Kare, Sinigang na Hipon, Beef Caldereta, Adobong Kangkong, Sisig, Chicken Inasal, Lechon Kawali, Pancit Canton, Halo-Halo,"North Wing, SM Mall of Asia, Mall of Asia Complex (MOA), Pasay City, Pasay City"
Filipino Asian,Mesa,Crispy Pata, Kare-Kare, Sinigang na Hipon, Beef Caldereta, Adobong Kangkong, Sisig, Chicken Inasal, Lechon Kawali, Pancit Canton, Halo-Halo,"SM Megamall, Ortigas, Mandaluyong City, Mandaluyong City"
Filipino Asian,Mesa,Crispy Pata, Kare-Kare, Sinigang na Hipon, Beef Caldereta, Adobong Kangkong, Sisig, Chicken Inasal, Lechon Kawali, Pancit Canton, Halo-Halo,"Robinsons Galleria, Ortigas, Quezon City, Quezon City"
Filipino Asian,Mesa,Crispy Pata, Kare-Kare, Sinigang na Hipon, Beef Caldereta, Adobong Kangkong, Sisig, Chicken Inasal, Lechon Kawali, Pancit Canton, Halo-Halo,"Tomas Morato, Quezon City"
Filipino Asian,Mesa,Crispy Pata, Kare-Kare, Sinigang na Hipon, Beef Caldereta, Adobong Kangkong, Sisig, Chicken Inasal, Lechon Kawali, Pancit Canton, Halo-Halo,"Shangri-La Plaza, Ortigas, Mandaluyong City, Mandaluyong City"
Filipino Asian,Mesa,Crispy Pata, Kare-Kare, Sinigang na Hipon, Beef Caldereta, Adobong Kangkong, Sisig, Chicken Inasal, Lechon Kawali, Pancit Canton, Halo-Halo,"Eastwood Mall, Libis, Quezon City, Quezon City"
Filipino Asian,Mesa,Crispy Pata, Kare-Kare, Sinigang na Hipon, Beef Caldereta, Adobong Kangkong, Sisig, Chicken Inasal, Lechon Kawali, Pancit Canton, Halo-Halo,"Power Plant Mall, Rockwell, Makati City, Makati City"
Filipino Asian,Mesa,Crispy Pata, Kare-Kare, Sinigang na Hipon, Beef Caldereta, Adobong Kangkong, Sisig, Chicken Inasal, Lechon Kawali, Pancit Canton, Halo-Halo,"Ayala Malls Cloverleaf, Balintawak, Quezon City, Quezon City"
Filipino Asian,Mesa,Crispy Pata, Kare-Kare, Sinigang na Hipon, Beef Caldereta, Adobong Kangkong, Sisig, Chicken Inasal, Lechon Kawali, Pancit Canton, Halo-Halo,"Greenbelt 5, San Lorenzo, Makati City, Makati City"
Filipino Asian,Mesa,Crispy Pata, Kare-Kare, Sinigang na Hipon, Beef Caldereta, Adobong Kangkong, Sisig, Chicken Inasal, Lechon Kawali, Pancit Canton, Halo-Halo,"SM Southmall, Almanza, Las Pi̱as City, Las Pi̱as City"
Filipino Asian,Mesa,Crispy Pata, Kare-Kare, Sinigang na Hipon, Beef Caldereta, Adobong Kangkong, Sisig, Chicken Inasal, Lechon Kawali, Pancit Canton, Halo-Halo,"O Square, Greenhills, San Juan City, San Juan City"
Filipino Asian,Mesa,Crispy Pata, Kare-Kare, Sinigang na Hipon, Beef Caldereta, Adobong Kangkong, Sisig, Chicken Inasal, Lechon Kawali, Pancit Canton, Halo-Halo,"SM City North EDSA, Bago Bantay, Quezon City, Quezon City"
Filipino Asian,Mesa,Crispy Pata, Kare-Kare, Sinigang na Hipon, Beef Caldereta, Adobong Kangkong, Sisig, Chicken Inasal, Lechon Kawali, Pancit Canton, Halo-Halo,"Ayala Malls The 30th, Ugong, Pasig City, Pasig City"
Filipino Asian,Mesa,Crispy Pata, Kare-Kare, Sinigang na Hipon, Beef Caldereta, Adobong Kangkong, Sisig, Chicken Inasal, Lechon Kawali, Pancit Canton, Halo-Halo,"Festival Mall, Filinvest City, Muntinlupa City , Muntinlupa City"
